layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,bias,sim correlation
layer4,485,0.3515212510527191,3.569448,Bluetick Coonhound,3.2115338,burrito,2.9331672,German Shorthaired Pointer,0.22056411,vertebrate,0.4471138417720794,0.3515652120113373
layer4,486,0.2380025980991603,1.1873226,camera,0.9773005,lens cap,0.26389995,self-propelled vehicle,0.07944364,artifact,0.2955984771251678,0.16859431564807892
layer4,487,0.1723390473702732,2.0086174,radiator grille,1.9006101,vespa,1.612587,accordion,1.4904629,radiator,0.3734870553016662,0.2769153118133545
layer4,488,0.2846978299905531,1.4872108,Wire Fox Terrier,1.3577847,cheetah,1.071171,bus,0.53004056,big cat,0.3806251287460327,0.307962566614151
layer4,489,0.357198906937653,2.994786,window screen,1.5300907,fire screen,0.32011515,screen,0.18670401,covering,0.4419299662113189,0.3705995976924896
layer4,490,0.2395780763203499,1.6514338,odometer,0.44949004,craft,0.11743779,artifact,0.08305006,instrumentality,0.4877423942089081,0.09980448335409164
layer4,491,0.3294614595350703,2.651098,corn cob,2.3453698,corn,1.8696635,accordion,0.68279433,ball,0.3780374228954315,0.3470606505870819
layer4,492,0.2087680633135703,0.26771685,decapod crustacean,0.15547907,solid,0.13720007,aquatic bird,0.09836817,canine,0.2700702846050262,0.13044676184654236
layer4,493,0.415460230200794,2.079869,barn,0.6929143,oscine,0.3455589,bird,0.21070832,artifact,0.2690827548503876,0.2802473306655884
layer4,494,0.2490662498081571,2.1808155,flatworm,1.3094345,revolver,0.8631179,gastropod,0.6935837,cartilaginous fish,0.346055120229721,0.23296920955181122
layer4,495,0.4906554116159859,2.9392977,tent,2.5595565,sailboat,2.3591943,sailing vessel,1.8432041,butterfly,0.4615793228149414,0.38956671953201294
layer4,496,0.2724147089196881,2.29025,sawmill,2.197702,potter's wheel,1.4779979,place of business,1.3919934,farm machine,0.6273424029350281,0.23837019503116608
layer4,497,0.2622370074243376,1.9387286,thimble,1.5093756,American coot,0.7814092,bus,0.7147912,toiletry,0.4692496359348297,0.22552208602428436
layer4,498,0.3017252659467953,1.0757183,piano,1.0322481,ford model t,0.79845583,sheath,0.119926296,instrumentality,0.2816051244735718,0.2306181788444519
layer4,499,0.3139363957553187,1.3541703,dishcloth,1.2136009,mitten,1.0063685,fabric,0.8281261,boat,0.5467882752418518,0.3173552453517914
layer4,500,0.3042727465556674,2.5714931,paper towel,1.869928,toilet paper,1.7428478,daisy,1.4561448,great egret,0.4470314085483551,0.2807732820510864
layer4,501,0.4601901438353797,2.798162,chain,2.7877836,necklace,1.8959361,chain mail,1.8272606,snake,0.5562382340431213,0.4968273937702179
layer4,502,0.4201971341891284,0.91331285,invertebrate,0.6781532,amphibian,0.52116185,fish,-0.10478095,arthropod,0.4925184249877929,0.34291014075279236
layer4,503,0.477014925229087,3.9964032,Pickelhaube,2.4125478,military uniform,1.3215933,musical instrument,0.6340231,clothing,0.5534652471542358,0.3760731518268585
layer4,504,0.2532430185410101,1.9058925,ruler measuring stick,1.8259828,slide rule,1.3860948,banana,1.2915063,English Setter,0.4413853883743286,0.2619916796684265
layer4,505,0.2099261431204233,1.4608167,breathing device,1.2311417,potter's wheel,1.2184168,bicycle,1.1659675,stick insect,0.4047667980194092,0.28688845038414
layer4,506,0.4168924108646774,2.7469602,crossword,1.7166704,sailboat,0.6407598,diapsid,0.6275495,feline,0.4349096715450287,0.2440290004014969
layer4,507,0.2419442393988109,3.0978565,sunglasses,2.9847338,sunglasses,2.0017772,car mirror,1.5895602,plectrum,0.5320796966552734,0.32573142647743225
layer4,508,0.2763877663207553,1.6027389,sink,1.0471623,hot tub,0.19893998,commodity,0.075917415,artifact,0.2692717313766479,0.20562009513378143
layer4,509,0.2629380027042745,2.16221,Dalmatian,1.888898,disc brake,1.814914,hard disk drive,0.35333884,primate,0.4166624248027801,0.2785225808620453
layer4,510,0.3021939693928371,1.5640159,barber chair,0.9350942,lock,0.39096263,motor vehicle,0.12005379,instrumentality,0.3158051073551178,0.2903154492378235
layer4,511,0.2074672595277796,2.2360637,Christmas stocking,2.0324385,pomegranate,1.9571713,strawberry,1.7478701,fire truck,0.5118937492370605,0.3011150360107422
layer4,512,0.2708868338587799,1.7958162,swine,1.1890215,oven,0.8345861,utensil,0.680955,fungus,0.5185071229934692,0.18803438544273376
layer4,513,0.5055868809239297,3.409477,photocopier,2.7387173,keyboard space bar,1.8081112,keyboard,1.1837981,electronic equipment,0.4621615707874298,0.44179025292396545
layer4,514,0.4145274759519712,1.0799663,fox,0.8766698,monkey,0.6493227,primate,0.24453679,artifact,0.3078308999538421,0.32150399684906006
layer4,515,0.2767364978914208,2.502605,planetarium,2.0287,Bedlington Terrier,1.1110783,poodle,0.6433463,fungus,0.4746298193931579,0.2662089467048645
layer4,516,0.3334230978625642,3.8388956,bookstore,3.2639227,library,2.686344,bookcase,2.0873775,comic book,0.5125206708908081,0.362564355134964
layer4,517,0.2436194387930502,2.5582137,jackfruit,2.0110784,clownfish,1.9493964,sea anemone,1.7362714,coral fungus,0.4594164490699768,0.3319370448589325
layer4,518,0.3848896123158658,2.673402,basketball,2.5336754,volleyball,1.2893064,gymnastic apparatus,0.63962716,ungulate,0.4071623384952545,0.3880070149898529
layer4,519,0.2638993073608437,2.616222,ping-pong ball,2.4769711,pool table,1.8009658,consomme,1.1572837,gymnastic apparatus,0.5175502300262451,0.2448393702507019
layer4,520,0.330314968069598,2.303825,acorn squash,2.0608263,chiton,1.989034,snail,1.4625617,weight,0.446184903383255,0.3342795968055725
layer4,521,0.299575783764769,2.2943761,chameleon,1.4173012,viper,1.0559908,frog,0.5780375,ball,0.3986442387104034,0.30722948908805847
layer4,522,0.5725496395703404,1.8622578,keyboard instrument,1.8490272,snake,1.3538103,boa,0.26439366,diapsid,0.4793843328952789,0.582966148853302
layer4,523,0.2805955111907879,1.2744019,hard disk drive,0.9513648,sheath,0.48265707,electronic equipment,0.1460483,artifact,0.3084655702114105,0.19472016394138336
layer4,524,0.3024367711944435,3.3617063,Dalmatian,2.2598102,ocarina,1.5771445,disc brake,1.5632609,sled dog,0.4605726599693298,0.303193598985672
layer4,525,0.3219175574081938,2.2110467,dishcloth,1.8906918,poncho,0.9274932,fabric,0.20590931,domestic animal,0.5241867303848267,0.32595008611679077
layer4,526,0.2888733327603268,2.3179069,Band-Aid,1.9911388,tights,1.813286,swimsuit,1.1681522,computer,0.5720242857933044,0.22467167675495148
layer4,527,0.269469512801993,1.0993896,hard disk drive,0.700985,gymnastic apparatus,0.13279083,instrumentality,0.04896598,artifact,0.2890139520168304,0.19388611614704132
layer4,528,0.2968501422545941,1.9007756,popsicle,1.2496222,bottle,0.8326659,toiletry,0.2771547,bird,0.4358393549919128,0.3263571262359619
layer4,529,0.4546929710512767,0.9835328,musteline mammal,0.8353954,fish,0.53886485,diapsid,0.35244998,reptile,0.4053920805454254,0.37758615612983704
layer4,530,0.4409677952940072,1.7913944,house finch,1.3792862,musteline mammal,0.55748045,terrier,0.37426046,hunting dog,0.4141675531864166,0.4001666009426117
layer4,531,0.3029839955615805,2.7101316,graduation cap,1.604904,hummingbird,0.44876704,craft,0.23125108,bird,0.4943601787090301,0.18873418867588043
layer4,532,0.2834736987349702,1.0107058,teapot,0.97583133,snowplow,0.32127598,vessel,0.15726756,dog,0.3447557985782623,0.21731530129909515
layer4,533,0.2864257200019491,1.602729,flatworm,0.5991824,amphibian,0.45051253,fish,0.3523017,food,0.3695370256900787,0.24275189638137817
layer4,534,0.3888188742008789,2.0500855,coelenterate,1.1965096,cartilaginous fish,0.7780974,electronic equipment,0.71264267,fish,0.5129633545875549,0.40181422233581543
layer4,535,0.3748282660481551,0.9194894,agama,0.90883046,firearm,0.85644907,fox,0.39879474,self-propelled vehicle,0.2812586426734924,0.26530253887176514
layer4,536,0.2676198805135806,0.58376294,bear,0.5312502,rodent,0.38830066,tool,0.16176549,mammal,0.3695648908615112,0.21574558317661285
layer4,537,0.4366062529421348,1.023636,wolf,0.88821554,bovid,0.26620942,carnivore,0.14052786,mammal,0.3308552801609039,0.30616211891174316
layer4,538,0.3929596470601739,1.7879553,castle,0.3698644,conveyance,0.32375368,structure,0.18517523,artifact,0.3672257363796234,0.19426864385604858
layer4,539,0.3063574812059486,3.2183368,trifle,1.6712252,sandwich,1.6076776,chickadee,0.7397723,musteline mammal,0.4207819104194641,0.3151127099990845
layer4,540,0.2625477956622309,1.860997,hourglass,1.6237288,oxygen mask,1.5729966,clothes iron,0.23738188,container,0.3986187577247619,0.19165962934494019
layer4,541,0.2159351138203607,1.4176075,stupa,1.2171829,bell or wind chime,0.809806,schnauzer,0.8011305,memorial,0.4208843410015106,0.21490120887756348
layer4,542,0.2054109734611298,1.3025311,ford model t,1.2708088,three-toed sloth,1.2614905,radiator,1.1275264,swine,0.4302679598331451,0.21283768117427826
layer4,543,0.3622012358153696,2.3023658,horse chestnut seed,1.3371739,acorn,1.2502888,lamellicorn beetle,0.7175591,fruit,0.4549437761306762,0.31355375051498413
layer4,544,0.2335953393284213,1.5472757,ice cream,1.2223023,chocolate syrup,0.3722262,lizard,0.30960846,invertebrate,0.4245026111602783,0.2769922614097595
layer4,545,0.2177753731968636,1.4544144,jellyfish,1.1676348,scuba diver,0.6233884,aquatic mammal,0.5826784,cartilaginous fish,0.4235418438911438,0.21667428314685822
layer4,546,0.2273820382409025,2.7876287,screw,2.005817,porcupine,1.7833065,drilling rig,1.6116946,construction crane,0.5021795630455017,0.2918338477611542
layer4,547,0.3010160263129343,2.654512,barber chair,2.638821,carousel,0.6522957,establishment,0.60984224,place of business,0.5266750454902649,0.27224841713905334
layer4,548,0.2791816131088264,2.7091286,barber chair,1.6415575,Weimaraner,0.61813384,bovid,0.28067774,bird,0.4308922886848449,0.29007211327552795
layer4,549,0.2342407880931034,1.4379218,hockey puck,1.3178196,website,1.1900073,envelope,0.10616339,artifact,0.3478091061115265,0.150303915143013
layer4,550,0.3440503280293657,1.7586216,ocarina,1.0020492,foodstuff,0.96684283,rodent,0.74128383,nutriment,0.435632586479187,0.22720471024513245
layer4,551,0.3890012283496311,1.5210283,spitz,0.7165241,shepherd dog,0.70109427,terrier,0.56947136,primate,0.4153011739253998,0.39773574471473694
layer4,552,0.4301996754031132,0.9397991,food,0.9373012,utensil,0.3962723,substance,-0.19161738,matter,0.4634721875190735,0.35122260451316833
layer4,553,0.3401220310335749,0.45829487,lizard,0.4238764,motor vehicle,0.27404535,conveyance,0.09915629,vertebrate,0.3508419096469879,0.16849137842655182
layer4,554,0.2742213839442114,2.4121318,honeycomb,1.7966883,apiary,1.7348299,soccer ball,0.60885286,turtle,0.4357529282569885,0.2633364200592041
layer4,555,0.3294551767146139,1.9323422,garter snake,1.7453158,typewriter keyboard,1.2902372,brass,0.46990293,wind instrument,0.3817192912101745,0.3097027540206909
layer4,556,0.3778314029818815,2.6732717,bottle cap,1.0135412,place of business,0.68438476,food,0.22499034,matter,0.5926892161369324,0.19728954136371613
layer4,557,0.402686016950415,1.7052324,cabbage,0.51974165,fox,0.46015152,fish,0.214956,vertebrate,0.3226470053195953,0.3305751383304596
layer4,558,0.248830157220876,1.9452114,nematode,1.7080463,flamingo,1.4893306,bridge,0.67202204,snake,0.4952344596385956,0.3036692142486572
layer4,559,0.3270089608420287,2.304025,harp,1.5931079,whale,0.7401831,craft,0.5416889,boat,0.5314350724220276,0.2667990028858185
layer4,560,0.2514904843754277,1.9095845,hippopotamus,1.567902,potter's wheel,1.4492228,butcher shop,0.8513892,aquatic mammal,0.3382214307785034,0.2858525812625885
layer4,561,0.4333887125037108,1.878976,measuring instrument,1.1290051,telephone,0.88461554,electronic equipment,0.6821685,bird,0.5659890174865723,0.3732132613658905
layer4,562,0.193021881167889,1.6152022,ski,0.96668524,mountain,0.8961975,sled,0.34531304,geological formation,0.4204825460910797,0.3134849965572357
layer4,563,0.2300742322695299,1.1205195,woman's clothing,1.1108575,bridegroom,1.0508795,website,0.38350132,place of business,0.3688620626926422,0.21722279489040375
layer4,564,0.481153288670812,1.9240952,grouse,0.9605934,bird,0.7353258,mammal,0.06769231,vertebrate,0.5866711139678955,0.4305735230445862
layer4,565,0.2715952930012804,3.5617366,steel drum,2.0032616,small white butterfly,1.7980138,banjo,0.3640391,bird,0.4421766698360443,0.39319777488708496
layer4,566,0.3072371257650875,1.4601415,four-poster bed,1.3178319,shipwreck,0.18165725,structure,0.14526203,artifact,0.3289175629615783,0.1706053614616394
layer4,567,0.4105303579461606,2.4184816,scuba diver,2.00374,coelenterate,1.193903,fish,0.416214,invertebrate,0.4995156526565552,0.4621659815311432
layer4,568,0.2700942116639394,0.2819326,amphibian,0.22973062,arthropod,0.2248934,lizard,0.17015828,reptile,0.5192663669586182,0.2579975128173828
layer4,569,0.3178940269112855,3.8371649,planetarium,2.1339364,through arch bridge,1.8365154,hornbill,0.69980234,beetle,0.5860452651977539,0.2680055797100067
layer4,570,0.2798220702521031,1.8488452,tent,1.729764,marmot,1.7056727,mountain,0.78141594,geological formation,0.5058725476264954,0.32910555601119995
layer4,571,0.2977166564193746,2.0713506,ring-necked snake,1.8025001,baby bed,0.6958358,fabric,0.49225387,clothing,0.5927643775939941,0.30435770750045776
layer4,572,0.223409607402446,1.9742031,whistle,1.7877952,dam,0.8013107,fastener,0.47966188,implement,0.6186851263046265,0.1923857033252716
layer4,573,0.3176581329631369,1.7077736,pinwheel,1.5364485,planetarium,1.4560292,cardboard box / carton,0.16974318,artifact,0.3711377680301666,0.22521701455116272
layer4,574,0.3431704014769114,2.3768294,hay,1.9049953,porcupine,1.6834817,viverrine,1.0944114,rodent,0.4366708993911743,0.35286614298820496
layer4,575,0.3572879812965479,1.9683979,armor plate,1.5521568,dust jacket,0.58355975,musical instrument,0.3214975,covering,0.4707487523555755,0.23807302117347717
layer4,576,0.3776728778503528,1.7147243,bridge,1.2050891,retriever,0.99704725,craft,0.77692455,boat,0.6017947793006897,0.3826194107532501
layer4,577,0.2978744456818102,2.8990297,breastplate,1.9863958,cuirass,1.3194809,sheath,0.7844987,armor,0.3444235324859619,0.38767024874687195
layer4,578,0.4028041575282362,2.7929199,tarantula,1.2639426,swine,0.2418457,mammal,0.022411935,placental,0.2784374058246612,0.3342171907424927
layer4,579,0.3078065710242401,1.6505818,geyser,1.472251,Angora rabbit,1.4446356,fountain,0.82316124,toiletry,0.3849117457866668,0.23423075675964355
layer4,580,0.5772103736920358,2.4665594,fungus,2.1765962,amphibian,1.255742,snake,1.1842713,reptile,0.6736077666282654,0.6160115003585815
layer4,581,0.4044978350777461,1.1031693,triceratops,0.51142657,hound,0.059934873,vertebrate,0.05825923,animal,0.1995854675769806,0.3487112820148468
layer4,582,0.2356084733323292,2.110655,radiator,1.5811139,front curtain,1.1844985,triumphal arch,0.13133983,artifact,0.3039927184581756,0.36530351638793945
layer4,583,0.4976918559568492,2.086637,harp,1.6334597,ganoid,1.363633,snake,0.63213336,diapsid,0.4909944832324981,0.4095602035522461
layer4,584,0.3243791640834985,3.3533325,cauliflower,2.455714,broccoli,2.259693,ping-pong ball,1.7289295,leporid,0.4614808261394501,0.37103283405303955
layer4,585,0.355157469651993,2.4325588,pill bottle,2.1710134,photocopier,1.7089763,small white butterfly,0.14103752,artifact,0.3857936859130859,0.25742170214653015
layer4,586,0.2618228677562135,2.350669,volleyball,1.8665644,shoji screen / room divider,1.7399762,space shuttle,1.7199051,harp,0.4918456673622131,0.2570510804653168
layer4,587,0.4154810297027588,2.1763577,ostrich,1.329727,measuring cup,0.7701069,wading bird,0.36381313,vessel,0.2976628243923187,0.3912220001220703
layer4,588,0.3045940588927041,3.0505843,carousel,2.4617732,swing,0.4811601,musical instrument,0.1524581,artifact,0.4105730056762695,0.3596482276916504
layer4,589,0.2807627377296005,3.395551,stage,2.7966077,front curtain,2.5348494,jellyfish,0.93165773,musical instrument,0.6085716485977173,0.34264206886291504
layer4,590,0.3125925865169925,1.6082928,photocopier,0.69286937,toiletry,0.20428087,artifact,0.17942812,canine,0.3455069363117218,0.18377767503261566
layer4,591,0.3522736724431468,2.028451,automated teller machine,1.3518553,establishment,0.49269336,furniture,0.18347125,artifact,0.4477870762348175,0.19324368238449097
layer4,592,0.3930594791163653,1.3786726,geological formation,0.85243183,craft,0.60094833,boat,0.42457506,structure,0.4950173497200012,0.23485787212848663
layer4,593,0.2620210438669788,2.4832008,shipwreck,2.4072344,split-rail fence,1.9342247,sawmill,0.3979625,bird,0.5411249995231628,0.2734426259994507
layer4,594,0.2765060382724685,1.4359548,baby bib,0.98712736,T-shirt,0.14183758,covering,0.13341086,artifact,0.3140714168548584,0.20215198397636414
layer4,595,0.2760366082787659,1.4471912,St. Bernard,0.9612214,toy spaniel,0.6412192,spaniel,0.15591411,mammal,0.3628866076469421,0.26255863904953003
layer4,596,0.3170101100752929,1.8943515,baby pacifier,1.5809,crockery,1.2068719,citrus,0.8015766,toiletry,0.4050054252147674,0.22770187258720398
layer4,597,0.1763169140151853,2.0960817,popsicle,1.9656966,plectrum,1.8225965,lighter,1.7845898,iPod,0.4644530713558197,0.22821961343288422
layer4,598,0.3556962371040303,1.8344924,gondola,0.5582963,measuring instrument,0.34043273,structure,0.2016606,artifact,0.4103539884090423,0.17933815717697144
layer4,599,0.2695363146024687,4.411181,school bus,2.5192313,taxicab,1.8320804,spaghetti squash,1.4039726,squash,0.6022307276725769,0.39060282707214355
layer4,600,0.2885782574955739,3.3439531,school bus,1.3097159,salamander,0.5216238,hound,0.46901685,self-propelled vehicle,0.4445986449718475,0.3782801628112793
layer4,601,0.2276677447780034,1.471941,lampshade,1.399883,construction crane,1.3783504,yellow lady's slipper,0.36562052,insect,0.3776024878025055,0.2920372486114502
layer4,602,0.2936293839905599,1.3873425,hockey puck,0.84617305,swine,0.60910946,musteline mammal,0.20022762,mammal,0.3571033775806427,0.23541870713233948
layer4,603,0.3020054927957457,1.5063527,maze,1.4205861,cruciferous vegetable,1.0327704,stick insect,0.24547453,wheeled vehicle,0.3709058761596679,0.3376404047012329
layer4,604,0.4379410725625757,2.992578,sombrero,2.71109,cowboy hat,1.0950953,hat,0.5280003,ungulate,0.4754217565059662,0.48827341198921204
layer4,605,0.2205718046945022,2.2781384,cliff dwelling,1.8268069,butcher shop,1.085915,wolf,0.9006315,marsupial,0.4673644304275512,0.3104829788208008
layer4,606,0.3772997905825359,2.5225935,window screen,0.90864927,oscine,0.57425284,arthropod,0.30736643,invertebrate,0.686529815196991,0.3082641363143921
layer4,607,0.3043736055007477,2.5878866,filing cabinet,1.3899721,lens cap,1.3663142,earth star fungus,0.68286437,electronic equipment,0.4376999139785766,0.2579650282859802
layer4,608,0.3143460665015262,0.8883202,typewriter keyboard,0.7161564,gown,0.44174507,fastener,0.21827006,covering,0.3529627621173858,0.17879875004291534
layer4,609,0.3116427676487325,1.8455828,jigsaw puzzle,1.6790776,disc brake,1.656884,library,0.15961619,canine,0.3612429201602936,0.282502144575119
layer4,610,0.2312961287228208,2.0158577,soccer ball,1.9163727,zebra,1.8464038,Dalmatian,1.6743885,chickadee,0.4406971037387848,0.23564471304416656
layer4,611,0.4617990028533266,1.3806267,big cat,1.0431337,butterfly,0.2135069,organism,0.13263208,animal,0.3204622864723205,0.3633955419063568
layer4,612,0.2860343281265121,1.5776328,plant pot,0.6916296,skirt,0.46325347,clothing,0.16243076,artifact,0.4921371042728424,0.1811969131231308
layer4,613,0.2910983930250051,1.6977623,red admiral butterfly,0.87624407,grouse,0.7150567,butterfly,0.2421267,bird,0.4035766720771789,0.29805105924606323
layer4,614,0.3658794387909815,1.175238,floor cover,0.32596236,dog,0.17022614,working dog,0.11201778,domestic animal,0.3899576961994171,0.35089898109436035
layer4,615,0.4313374989112434,0.84183353,terrier,0.33428308,wheeled vehicle,0.20746875,conveyance,0.17433241,hunting dog,0.4007646739482879,0.34095320105552673
layer4,616,0.2006105659037847,2.4326854,potter's wheel,1.0733045,banjo,1.0724285,marimba,0.2516065,musical instrument,0.3915058672428131,0.2566034197807312
layer4,617,0.5743350170202781,3.094447,fungus,2.3840468,amphibian,2.0390804,invertebrate,0.56215185,arthropod,0.9667689204216005,0.5568445920944214
layer4,618,0.2760635167747252,1.4306092,balloon,1.2281824,parachute,1.2142582,tent,0.9923828,umbrella,0.3079063296318054,0.24646194279193878
layer4,619,0.3186770675872352,1.287539,orthopterous insect,1.2717297,fox,0.9520003,wolf,0.28511733,terrier,0.3993831574916839,0.21771946549415588
layer4,620,0.2355846168455999,1.8715174,milk can,0.8636058,toiletry,0.7766979,bottle,0.767358,weapon,0.4255392849445343,0.25506791472435
layer4,621,0.2868989507707548,1.6413589,safety pin,1.4847238,chain,1.4023017,necklace,0.53595406,amphibian,0.384751945734024,0.2998703122138977
layer4,622,0.3128955117477177,1.63629,golf cart,1.6046429,steel drum,0.42481676,shepherd dog,0.22661926,dog,0.3764877915382385,0.3262310326099396
layer4,623,0.2863113542074243,4.5176153,ski,4.507954,snowmobile,3.5442312,sled,3.083461,hockey puck,0.6108104586601257,0.4739595055580139
layer4,624,0.1855668483397966,1.431084,Dalmatian,1.2691624,barn,0.22263524,artifact,0.15452623,structure,0.8252708315849304,0.11071954667568207
layer4,625,0.3204930819496038,1.6149188,small white butterfly,1.5446945,canoe,1.2555737,wolf,0.9061596,fox,0.3928788900375366,0.3058398962020874
layer4,626,0.3158566868830665,2.6402602,trilobite,2.2255044,isopod,1.8181927,potter's wheel,1.1082412,mollusk,0.411877691745758,0.36313945055007935
layer4,627,0.4016887921078779,0.9677546,sennenhunde,0.7560799,bovid,0.5603197,arachnid,0.46256405,ungulate,0.3918388783931732,0.2888219654560089
layer4,628,0.4461702871540398,3.1780953,shoji screen / room divider,2.654435,slot machine,1.7375262,window shade,0.63643664,monkey,0.474274069070816,0.31132254004478455
layer4,629,0.2706432616563892,1.3585687,squash,1.3551662,plectrum,1.2209318,acorn squash,0.7385792,footwear,0.4481258690357208,0.30453628301620483
layer4,630,0.2698102042873311,1.5567776,hot dog,1.4547051,fur coat,0.17618272,covering,0.09564915,artifact,0.3581150472164154,0.14339785277843475
layer4,631,0.4308945451970186,2.6149702,Pickelhaube,1.7335944,military uniform,1.2422097,military vehicle,1.0854962,bovid,0.476571261882782,0.3373848497867584
layer4,632,0.2918052154177502,3.5554466,soccer ball,3.3091137,honeycomb,2.1933632,apiary,2.1148732,golf ball,0.5255502462387085,0.33089929819107056
layer4,633,0.2564308412431797,2.3475673,necklace,1.569902,teapot,1.5302598,poncho,1.012796,spitz,0.5163161754608154,0.2690834105014801
layer4,634,0.3901169051048084,1.8380669,promontory,0.99994534,craft,0.9390419,geological formation,0.41413864,structure,0.4857055246829986,0.21981695294380188
layer4,635,0.4803694933899119,1.4321085,lizard,1.1510384,musteline mammal,1.1232768,oscine,0.24299347,vertebrate,0.4184015989303589,0.3797268867492676
layer4,636,0.2024017446020627,2.208738,snowmobile,2.1168985,go-kart,1.3670231,gondola,1.0162135,boat,0.4759560525417328,0.31245157122612
layer4,637,0.2807372150586881,2.231494,puzzle,2.099703,menu,1.7207079,potter's wheel,0.7629501,ungulate,0.5545905232429504,0.2751162648200989
layer4,638,0.357209440208025,1.4467437,trifle,1.4284618,koala,0.34970188,substance,0.31439763,nutriment,0.3924857974052429,0.27725082635879517
layer4,639,0.5343885109584566,1.7756298,gymnastic apparatus,1.5101261,baby bed,1.5094745,primate,0.19394131,artifact,0.3496665358543396,0.42465949058532715
layer4,640,0.2651119272426304,2.0106747,metal nail,1.5552642,guillotine,1.4293873,shipwreck,0.22003862,structure,0.407054990530014,0.18948780000209808
layer4,641,0.2612232380832435,1.7665447,carousel,1.3812944,four-poster bed,1.2831748,gondola,0.65163314,cartilaginous fish,0.3561201393604278,0.2903608977794647
layer4,642,0.3066311225995548,1.3478888,sink,0.5794492,toiletry,0.22535987,vessel,0.15792842,container,0.2923127710819244,0.27892574667930603
layer4,643,0.3004644706805396,1.0182798,slot machine,1.0101899,turnstile,0.39281446,seat,0.16277565,artifact,0.2319382429122924,0.143882155418396
layer4,644,0.4403427327604186,2.8985462,photocopier,2.559655,suit,1.8811642,Windsor tie,0.48352253,electronic equipment,0.4271220862865448,0.3456405997276306
layer4,645,0.2384125398926764,2.0419245,comic book,1.5852046,manhole cover,1.5016909,slot machine,1.1956247,puzzle,0.4316403865814209,0.2654034197330475
layer4,646,0.281153429066632,2.5486395,nematode,1.6318108,gong,0.78357565,musteline mammal,0.1615102,organism,0.3366975486278534,0.2858563959598541
layer4,647,0.3542620605112007,1.6057832,Vizsla,0.63009167,primate,0.24701037,mammal,-0.03015868,placental,0.3523969650268554,0.3255252242088318
layer4,648,0.4312050721139488,1.1731992,citrus,0.7808236,retriever,0.45641476,working dog,0.30308276,dog,0.3383781015872955,0.3928176760673523
layer4,649,0.2270246392398838,1.3724523,mobile phone,1.3114086,harp,1.2302381,wallet,0.3561746,diapsid,0.3919612169265747,0.22295072674751282
layer4,650,0.2691260325777214,2.0159035,water tower,1.9479028,crossword,1.732723,traffic or street sign,1.2627821,clock,0.4557186663150787,0.3195292353630066
layer4,651,0.2727543830840223,1.3391248,acorn,0.9880554,remote control,0.9011149,armadillo,0.83149177,mitten,0.2695827484130859,0.25096791982650757
layer4,652,0.3885967205148045,2.6712184,Angora rabbit,1.9010897,spitz,0.59919107,terrier,0.29718062,bird,0.4134143888950348,0.39227983355522156
layer4,653,0.1987948809265597,2.0785685,traffic or street sign,1.8452439,odometer,1.1994076,bus,0.44383708,measuring instrument,0.5086958408355713,0.295935720205307
layer4,654,0.3358512669150979,1.5547417,car mirror,1.1616042,television,0.79295194,baby bed,0.1881457,artifact,0.3254578411579132,0.24014978110790253
layer4,655,0.3709429081220546,2.076716,knee pad,0.9178914,clothing,0.8870605,fabric,0.6849636,footwear,0.609440267086029,0.23297971487045288
layer4,656,0.3587529214040595,1.8881704,gymnastic apparatus,1.0106541,spider,0.49876505,insect,0.13957672,arthropod,0.5236466526985168,0.33324024081230164
layer4,657,0.2688338819171731,2.048096,planetarium,1.5421299,dugong,1.0931833,elephant,0.81908,beetle,0.4969810545444488,0.2584550678730011
layer4,658,0.3222393924658192,1.6094964,piggy bank,1.1524954,dessert,0.4555538,food,0.16877148,container,0.3938660323619842,0.2923037111759186
layer4,659,0.4122627550402871,2.6652737,bulletproof vest,1.3116846,bag,0.50059235,wheeled vehicle,0.3026109,canine,0.4249461889266968,0.35866832733154297
layer4,660,0.2304860685169225,2.0195506,quill,1.3875723,fireboat,0.27169716,invertebrate,0.15401973,insect,0.4316815435886383,0.2738645076751709
layer4,661,0.364594191438844,2.4163127,porcupine,1.7083849,aquatic mammal,1.7015549,elephant,0.48853543,aquatic bird,0.4042589068412781,0.42794448137283325
layer4,662,0.4569841986783912,2.5649881,shoe store,1.5057821,footwear,1.0051731,shoe,0.48725885,clothing,0.4437240660190582,0.38558676838874817
layer4,663,0.3782375312514214,4.0533633,pirate ship,2.860513,sailing vessel,2.791758,trolleybus,1.0866094,measuring instrument,0.6804186105728149,0.34923094511032104
layer4,664,0.3880423626843353,1.8022833,chair,1.7202953,baby bed,0.7324429,hound,0.38324797,wheeled vehicle,0.3844829201698303,0.43474864959716797
layer4,665,0.2676847319109337,1.507693,Indian cobra,1.5013459,construction crane,1.3023041,pen,0.7619029,shorebird,0.3484533429145813,0.3164460062980652
layer4,666,0.5311206901739035,1.6857892,geological formation,1.6583478,craft,1.0327339,conveyance,0.6500404,structure,0.7585749626159668,0.061691202223300934
layer4,667,0.3294915530126668,2.984914,bolo tie,1.9967674,pen,1.1007297,fastener,0.42217344,artifact,0.6908323168754578,0.2691299021244049
layer4,668,0.2648310087567841,2.0969474,parking meter,2.0034797,seat belt,1.93058,promontory,0.4650457,conveyance,0.5373391509056091,0.2108260840177536
