layer,unit,val correlation,weight0,concept0,weight1,concept1,weight2,concept2,weight3,concept3,weight4,concept4,bias,sim correlation
layer4,523,0.2956544966639739,1.3361024,cuirass,1.2727721,hard disk drive,0.9512604,sheath,0.48014987,electronic equipment,0.13993222,artifact,0.3056794106960296,0.2396504431962967
layer4,524,0.3075736736135793,3.3681629,Dalmatian,2.2612588,ocarina,1.5678575,disc brake,1.5572176,sled dog,1.0700371,shaker,0.4571782052516937,0.31248897314071655
layer4,525,0.3343331897633679,2.2006297,dishcloth,1.8829868,poncho,1.7601509,scarf,0.9193636,fabric,0.21498471,domestic animal,0.5241678953170776,0.3358982801437378
layer4,526,0.2977373085283494,2.3091767,Band-Aid,2.009261,tights,1.8006954,swimsuit,1.7499328,ocean liner,1.1728016,computer,0.5737983584403992,0.2419043332338333
layer4,527,0.3020560791105562,1.1128242,hard disk drive,0.7162122,gymnastic apparatus,0.57848346,truck,0.119747944,instrumentality,0.048979476,artifact,0.288137286901474,0.271511971950531
layer4,528,0.3109496960952902,1.9149982,popsicle,1.6044344,baby pacifier,1.2489868,bottle,0.8427183,toiletry,0.28474778,bird,0.4338038563728332,0.32074248790740967
layer4,529,0.4753883334874411,0.9941475,musteline mammal,0.8480129,fish,0.8375982,rodent,0.5427329,diapsid,0.3544974,reptile,0.3992986977100372,0.4025651812553406
layer4,530,0.4611557190517643,1.6668191,house finch,1.2567986,musteline mammal,0.5575216,terrier,0.25870085,hunting dog,0.16619152,vertebrate,0.3716456592082977,0.4084377884864807
layer4,531,0.3224993904330299,2.7302108,graduation cap,1.5943741,hummingbird,1.4820491,pinwheel,0.45225736,craft,0.23631494,bird,0.4937945306301117,0.20842234790325165
layer4,532,0.2855893335896006,1.0141463,teapot,0.965984,snowplow,0.3251232,vessel,0.13323341,terrier,0.12692252,dog,0.3450749516487121,0.2320684790611267
layer4,533,0.3166544993683154,1.6140345,flatworm,0.6866351,decapod crustacean,0.60379124,amphibian,0.45485762,fish,0.3572886,food,0.3645121157169342,0.26537036895751953
layer4,534,0.3954282211998154,2.2507286,scuba diver,2.050949,coelenterate,1.1880738,cartilaginous fish,0.77647513,electronic equipment,0.7156345,fish,0.507935106754303,0.44739222526550293
layer4,535,0.3837355168894329,0.91411954,agama,0.90234476,firearm,0.8518718,fox,0.32704756,self-propelled vehicle,0.2852525,truck,0.2822719216346741,0.2976782023906708
layer4,536,0.267951955578626,0.570313,bear,0.5348377,rodent,0.387292,tool,0.111505896,mammal,0.050067116,placental,0.3728097379207611,0.21527418494224548
layer4,537,0.4368106583502605,1.0309148,wolf,0.8793794,bovid,0.2592264,carnivore,0.07507494,placental,0.07277601,mammal,0.3356940746307373,0.30360156297683716
layer4,538,0.4052015574456913,1.8422501,castle,0.916727,place of worship,0.37184802,conveyance,0.27185065,structure,0.18610121,artifact,0.3682244122028351,0.2548993229866028
layer4,539,0.3228369981343757,2.184067,trifle,1.6699207,sandwich,1.6029029,chickadee,1.0557647,dessert,0.7450796,musteline mammal,0.4205071926116943,0.3224966824054718
layer4,540,0.2693238518284848,1.8692074,hourglass,1.6341673,oxygen mask,1.5708677,clothes iron,1.3206019,snowmobile,0.22308984,container,0.398855060338974,0.22669337689876556
layer4,541,0.2341027814177352,1.4162447,stupa,1.2307116,bell or wind chime,0.8137714,memorial,0.6474108,schnauzer,0.16794813,hunting dog,0.4119926691055298,0.22390052676200867
layer4,542,0.2077776430273152,1.2954079,ford model t,1.269933,three-toed sloth,1.2625661,radiator,1.2605882,Scottish Deerhound,1.1309222,swine,0.428629606962204,0.243254616856575
layer4,543,0.3907791383470885,2.2975776,horse chestnut seed,1.5764188,tennis ball,1.3364793,acorn,1.244099,lamellicorn beetle,0.72234493,fruit,0.4568500220775604,0.3340111970901489
layer4,544,0.2561916489277204,1.538792,ice cream,1.2293464,chocolate syrup,1.018459,cliff dwelling,0.37651053,lizard,0.3102608,invertebrate,0.4213487207889557,0.2822757363319397
layer4,545,0.2255117942571765,1.4637985,jellyfish,1.1753161,scuba diver,1.1585796,screw,0.6263563,aquatic mammal,0.5863264,cartilaginous fish,0.4264327883720398,0.24170519411563873
layer4,546,0.2510954907912719,2.7802217,screw,2.0053103,porcupine,1.7753794,drilling rig,1.6185266,construction crane,1.1045094,shaker,0.498517632484436,0.30595862865448
layer4,547,0.3367672186061011,2.6509924,barber chair,2.6407192,carousel,1.8702897,china cabinet,0.65136135,establishment,0.6177991,place of business,0.5223152041435242,0.32474422454833984
layer4,548,0.2990793319777882,2.6981888,barber chair,1.6438185,Weimaraner,1.0967529,greyhound,0.6269412,bovid,0.2894524,bird,0.4295795857906341,0.31368741393089294
layer4,549,0.2684930471494887,1.4306861,hockey puck,1.3226148,website,1.1820573,envelope,1.0679599,menu,0.10655902,artifact,0.3461832404136657,0.16463398933410645
layer4,550,0.3760482344740589,1.7441695,ocarina,1.0732528,marsupial,1.0053431,foodstuff,0.9724651,rodent,0.75089025,nutriment,0.4303285777568817,0.24692271649837494
layer4,551,0.3959479057795233,1.4017599,spitz,0.60015166,shepherd dog,0.58413464,terrier,0.4561873,primate,0.13272282,placental,0.3922225832939148,0.3970651924610138
layer4,552,0.4466977822433073,1.7199943,trifle,0.942555,utensil,0.8857911,food,0.33286372,substance,-0.1412737,matter,0.4637905955314636,0.39184829592704773
layer4,553,0.3726337323182176,0.5012527,lizard,0.42390734,motor vehicle,0.2745911,conveyance,0.24501787,bird,0.056023117,vertebrate,0.3513354659080505,0.20745405554771423
layer4,554,0.2770757794868839,2.410347,honeycomb,1.7895943,apiary,1.7219317,soccer ball,1.1157475,spider web,0.6124954,turtle,0.4326089918613434,0.2837061285972595
layer4,555,0.3441348338458499,1.9225025,garter snake,1.7444494,typewriter keyboard,1.287206,brass,0.8589655,worm,0.47676325,wind instrument,0.381500244140625,0.3042546808719635
layer4,556,0.3978037067367748,2.665302,bottle cap,1.0110505,place of business,0.75707346,dish,0.41475376,matter,0.3718241,food,0.591456949710846,0.16606108844280243
layer4,557,0.4097923451232794,1.7027938,cabbage,1.0261823,albatross,0.5209446,fox,0.46406308,fish,0.21657562,vertebrate,0.3246051371097564,0.32689741253852844
layer4,558,0.2926722036697782,1.9491243,nematode,1.7502992,black swan,1.7008047,flamingo,1.4825667,bridge,0.6735056,snake,0.4950358867645263,0.3359937369823456
layer4,559,0.3597088517112048,2.2831178,harp,1.6162235,shore,1.5926878,whale,0.74132794,craft,0.53507674,boat,0.5255587100982666,0.36362406611442566
layer4,560,0.3025918009255903,1.9200257,hippopotamus,1.5668038,potter's wheel,1.4515481,butcher shop,0.8529643,aquatic mammal,0.63960546,mollusk,0.3326704800128937,0.31868553161621094
layer4,561,0.4448250449422511,1.768863,odometer,1.7521123,measuring instrument,1.1278627,telephone,0.8845825,electronic equipment,0.6835726,bird,0.5652870535850525,0.4382343590259552
layer4,562,0.2224054509546336,1.6306304,ski,0.9665671,mountain,0.9061943,sled,0.8733855,shark,0.34448415,geological formation,0.4200528860092163,0.3532734811306
layer4,563,0.2260605820578532,1.1229284,woman's clothing,1.1122103,bridegroom,1.04767,website,0.8989466,lighter,0.38577077,place of business,0.3660200536251068,0.18432708084583282
layer4,564,0.4942859070671349,1.9370788,grouse,1.531411,wolf,0.96082175,bird,0.7079564,mammal,0.063578315,vertebrate,0.5874569416046143,0.46931132674217224
layer4,565,0.2789996839082929,3.564346,steel drum,2.2001088,rhinoceros beetle,2.0200975,small white butterfly,1.790087,banjo,0.36999643,bird,0.4401297867298126,0.422024130821228
layer4,566,0.3166056582319438,1.4622957,four-poster bed,1.3213768,shipwreck,1.168826,guillotine,0.1850786,structure,0.14541137,artifact,0.3281663060188293,0.2100413590669632
layer4,567,0.44545276833157,2.4430628,scuba diver,2.4189892,coral reef,2.0104995,coelenterate,1.20309,fish,0.42151317,invertebrate,0.4970708191394806,0.48646870255470276
layer4,568,0.2702221660692175,0.27482754,amphibian,0.2268181,lizard,0.17916346,arthropod,0.17263518,reptile,0.04759314,invertebrate,0.5168874263763428,0.25706982612609863
layer4,569,0.3372885392318511,3.832909,planetarium,2.1369739,through arch bridge,1.8524405,hornbill,0.7960706,butterfly,0.69813657,beetle,0.5797118544578552,0.28632092475891113
layer4,570,0.2865132833072369,1.8426467,tent,1.7336404,marmot,1.7034478,mountain,1.5967581,ski,0.7755057,geological formation,0.5011427402496338,0.3593689799308777
layer4,571,0.3235768825925201,2.0980012,ring-necked snake,1.8278731,baby bed,0.72797006,fabric,0.5271327,clothing,0.24376525,dog,0.5625319480895996,0.3230953514575958
layer4,572,0.2308654479347165,1.9777389,whistle,1.776895,dam,1.4020771,screw,0.6096707,fastener,0.4738273,implement,0.6177577972412109,0.2175309807062149
layer4,573,0.3395121485394308,1.7076826,pinwheel,1.5422094,planetarium,1.4561311,cardboard box / carton,0.21161187,artifact,0.1651968,domestic animal,0.3292264342308044,0.2170860767364502
layer4,574,0.3557166544762727,2.3674762,hay,1.915896,porcupine,1.8793632,thatched roof,1.6944072,viverrine,1.1071488,rodent,0.4386932253837585,0.36771640181541443
layer4,575,0.3591030833154578,1.9838091,armor plate,1.7953507,cuirass,1.5679644,dust jacket,0.58401996,musical instrument,0.2997791,covering,0.4704780578613281,0.24555368721485138
layer4,576,0.3988451891784021,2.595042,drilling rig,1.7146727,bridge,1.204255,retriever,1.0087909,craft,0.78306633,boat,0.6028954982757568,0.3970431685447693
layer4,577,0.3348012281662013,2.9178553,breastplate,1.9857935,cuirass,1.4653882,gas mask or respirator,1.3238952,sheath,0.7712734,armor,0.3410883545875549,0.3981988728046417
layer4,578,0.4210210641236941,2.7846904,tarantula,1.2658672,swine,0.8695444,belgian sheepdog,0.28183538,mammal,-0.022338035,placental,0.279342919588089,0.3861177861690521
layer4,579,0.3228374148663691,1.6650552,geyser,1.4696975,Angora rabbit,1.4548655,fountain,0.8239418,toiletry,0.62290794,spitz,0.3784065842628479,0.24894464015960693
layer4,580,0.5988860235715234,2.4863887,fungus,2.1857924,amphibian,1.5168027,musteline mammal,1.2603384,snake,1.2012048,reptile,0.6643800735473633,0.6306653618812561
layer4,581,0.4210368165487249,1.1101362,triceratops,0.8140769,sneaker,0.51781833,hound,0.061238322,vertebrate,0.05933969,animal,0.1991833746433258,0.3553367853164673
layer4,582,0.2508434074855284,2.1173487,radiator,1.5787565,front curtain,1.1788715,triumphal arch,1.028098,freight car,0.13061284,artifact,0.3037304878234863,0.37380579113960266
layer4,583,0.4933790426446898,2.0947993,harp,1.8525296,vacuum cleaner,1.617118,ganoid,1.3530865,snake,0.6279018,diapsid,0.4839256405830383,0.41778892278671265
layer4,584,0.3291408596876033,3.3553672,cauliflower,2.452632,broccoli,2.2697415,ping-pong ball,1.9550192,hamster,1.7424731,leporid,0.4592379331588745,0.41430312395095825
layer4,585,0.3621586508216767,2.447962,pill bottle,2.1810303,photocopier,1.6997398,small white butterfly,1.2259182,camera,0.13662529,artifact,0.3888447284698486,0.2769048511981964
layer4,586,0.2856946679439032,2.3367002,volleyball,1.8803986,shoji screen / room divider,1.7377704,space shuttle,1.7274225,harp,1.1539418,cruciferous vegetable,0.4902461767196655,0.2821066975593567
layer4,587,0.4229005800395283,2.175042,ostrich,1.3332877,measuring cup,0.9924673,bustard,0.7039381,wading bird,0.36714935,vessel,0.2979069352149963,0.4022590219974518
layer4,588,0.3332992621016594,3.0311675,carousel,2.47229,swing,1.5036694,staff,0.4862959,musical instrument,0.14338692,artifact,0.4101361632347107,0.3578633964061737
layer4,589,0.3020832746955373,3.4132552,stage,2.8048656,front curtain,2.5447283,jellyfish,2.4746854,slot machine,0.93910855,musical instrument,0.6074513792991638,0.35467272996902466
layer4,590,0.3447917806484966,1.6146606,photocopier,1.1150905,dessert,0.69280326,toiletry,0.21057586,artifact,0.18518275,canine,0.3376584649085998,0.22589048743247986
layer4,591,0.3718853913401391,2.015013,automated teller machine,1.35486,establishment,0.4869771,furniture,0.2431306,artifact,0.2350282,domestic animal,0.3809788227081299,0.1837913990020752
layer4,592,0.3955231402816199,1.7869028,fountain,1.377345,geological formation,0.8524981,craft,0.6047083,boat,0.39588314,structure,0.4951374232769012,0.28234997391700745
layer4,593,0.2862441413198643,2.4885745,shipwreck,2.4268963,split-rail fence,1.9534999,sawmill,1.9183491,metal nail,0.3991686,bird,0.5439398288726807,0.2779335081577301
layer4,594,0.2844386468462205,1.4520848,baby bib,1.0342582,typewriter keyboard,0.98643833,T-shirt,0.14388777,covering,0.12865868,artifact,0.3149036765098572,0.20923537015914917
layer4,595,0.3030236857453419,1.4412416,St. Bernard,1.3940145,hair wig,0.95716256,toy spaniel,0.6419662,spaniel,0.15669265,mammal,0.3588120341300964,0.2810770571231842
layer4,596,0.3681483357983295,1.8896099,baby pacifier,1.5910126,crockery,1.2233884,citrus,0.8097881,toiletry,0.34188,vessel,0.3903236985206604,0.21974141895771027
layer4,597,0.1920371070103653,2.0946124,popsicle,1.9759444,plectrum,1.823607,lighter,1.7974364,iPod,1.4924386,remote control,0.4654208123683929,0.23843631148338318
layer4,598,0.3657357926517874,1.831715,gondola,1.4885247,library,0.561507,measuring instrument,0.31607056,structure,0.19895402,artifact,0.4118749499320984,0.24060365557670593
layer4,599,0.2736844313729754,4.3945427,school bus,2.5357409,taxicab,2.245442,rapeseed,1.83209,spaghetti squash,1.4074365,squash,0.6008862853050232,0.40014564990997314
layer4,600,0.3222203254314441,2.0947337,school bus,1.3106049,salamander,1.2404205,public transport,0.52762544,hound,0.47464585,self-propelled vehicle,0.4401876032352447,0.403103232383728
layer4,601,0.2713017761709999,1.4751446,lampshade,1.4355361,table lamp,1.4011449,construction crane,1.3759077,yellow lady's slipper,0.36999503,insect,0.3770989179611206,0.3028740882873535
layer4,602,0.3250413234386176,1.4170951,hockey puck,0.8477274,swine,0.6105485,musteline mammal,0.2248038,mammal,0.20217782,covering,0.3330033719539642,0.23666992783546448
layer4,603,0.3147087470388963,1.5004771,maze,1.4132248,cruciferous vegetable,1.0198644,stick insect,0.7426558,handcart,0.20563167,wheeled vehicle,0.3688428699970245,0.35232120752334595
layer4,604,0.4397184910402765,3.0024626,sombrero,2.7196546,cowboy hat,1.2071394,bison,1.0936813,hat,0.4505285,ungulate,0.4771275222301483,0.4956466853618622
layer4,605,0.242460869096067,2.301101,cliff dwelling,1.8194085,butcher shop,1.6846642,cougar,1.0875514,wolf,0.8998753,marsupial,0.4650659561157226,0.35040658712387085
layer4,606,0.3823745652605558,2.53549,window screen,0.9106812,oscine,0.5730742,arachnid,0.458699,arthropod,0.30710843,invertebrate,0.6863747835159302,0.32893165946006775
layer4,607,0.3255508542030574,2.5681846,filing cabinet,1.4519147,entertainment center,1.3910304,lens cap,1.3659486,earth star fungus,0.6825918,electronic equipment,0.4373715817928314,0.3001239001750946
layer4,608,0.3192000521242397,0.88341194,typewriter keyboard,0.66744435,gown,0.4312937,fastener,0.17360632,covering,0.09031072,clothing,0.3542995750904083,0.18413145840168
layer4,609,0.3693432502923811,1.769824,jigsaw puzzle,1.6096759,disc brake,1.595356,library,0.25379878,canine,0.16017105,artifact,0.2664175927639007,0.29102417826652527
layer4,610,0.2726958288149793,2.0193355,soccer ball,1.9144777,zebra,1.8441367,Dalmatian,1.6840674,chickadee,1.5858946,sneaker,0.4412954151630401,0.24318312108516693
layer4,611,0.4785674138193736,1.4007491,big cat,0.67614454,butterfly,0.39365205,insect,0.20450203,organism,0.12196187,animal,0.3221532702445984,0.4082101285457611
layer4,612,0.2997764014295944,1.585831,patio,1.580525,plant pot,0.69521534,skirt,0.4662666,clothing,0.16191344,artifact,0.492229551076889,0.2560473382472992
layer4,613,0.3282782504954403,1.7003924,red admiral butterfly,1.3707657,belgian sheepdog,0.8725424,grouse,0.7095475,butterfly,0.24412788,bird,0.399925947189331,0.3576185703277588
layer4,614,0.3726993252385633,1.0393056,floor cover,0.29488805,dog,0.2928605,furnishing,0.1758272,working dog,0.15307887,domestic animal,0.3840411305427551,0.3535985052585602
layer4,615,0.4471907720643006,0.84923005,terrier,0.33197835,wheeled vehicle,0.23046328,conveyance,0.22658904,structure,0.19743717,hunting dog,0.3874639570713043,0.34118279814720154
layer4,616,0.2098077013648643,2.4271274,potter's wheel,1.0747463,marimba,1.0702373,banjo,0.25980335,musical instrument,0.09819592,dog,0.3765162527561188,0.26039841771125793
layer4,617,0.6255459997796367,3.1307356,fungus,2.434482,amphibian,2.0771732,invertebrate,1.4352896,reptile,0.57080156,arthropod,0.9089298844337464,0.5571932196617126
layer4,618,0.2864935384671467,1.4271816,balloon,1.2229538,parachute,1.2179682,tent,0.99277097,umbrella,0.9189361,pinwheel,0.3084442317485809,0.271070659160614
layer4,619,0.3342761845911761,1.2980691,orthopterous insect,1.2728857,fox,0.96465635,wolf,0.46770918,feline,0.29488146,terrier,0.3927845358848572,0.22928602993488312
layer4,620,0.2514903759489051,1.8989477,milk can,0.87072074,toiletry,0.78192866,weapon,0.4870431,bottle,0.29848278,vessel,0.4155439436435699,0.2477944791316986
layer4,621,0.3110490205789999,1.6546247,safety pin,1.486068,chain,1.4111779,necklace,0.54556984,amphibian,0.3021666,musical instrument,0.3798686563968658,0.327616810798645
layer4,622,0.3382787697183494,1.6354556,steel drum,1.3434883,golf cart,0.4148158,shepherd dog,0.3116054,conveyance,0.2521699,dog,0.3496680855751037,0.3185393512248993
layer4,623,0.3201305088442382,4.5214286,ski,4.5153966,snowmobile,3.5523348,sled,3.0876203,hockey puck,3.0513506,snowplow,0.611040472984314,0.4953949451446533
layer4,624,0.1949212277622332,1.4246204,Dalmatian,1.2535796,barn,1.1932575,radiator grille,0.22765265,artifact,0.12981863,structure,0.8312326073646545,0.11479998379945755
layer4,625,0.322143478990839,1.612086,small white butterfly,1.5436293,canoe,1.47752,motorboat,1.2578697,wolf,0.91103405,fox,0.3902817368507385,0.34327664971351624
layer4,626,0.3332161720657129,2.6497664,trilobite,2.241748,isopod,1.8206708,potter's wheel,1.7101074,balloon,1.112905,mollusk,0.4079689085483551,0.3720043897628784
layer4,627,0.4099676966902164,1.5542762,matchstick,0.9754106,sennenhunde,0.75441295,bovid,0.56249344,arachnid,0.46051234,ungulate,0.3892602324485779,0.34990155696868896
layer4,628,0.4492720520751951,2.67112,slot machine,2.3931222,shoji screen / room divider,1.7332835,window shade,0.7776062,screen,0.64357597,monkey,0.4709604680538177,0.31426095962524414
layer4,629,0.2946195919059254,1.3709843,plectrum,1.3642021,squash,1.2192944,acorn squash,0.7969276,retriever,0.7368892,footwear,0.4441280961036682,0.3436885178089142
layer4,630,0.2924224147881251,1.5591878,hot dog,1.4468089,fur coat,1.428053,accordion,0.1780175,covering,0.091480374,artifact,0.3545687198638916,0.18303832411766052
layer4,631,0.4524639477756604,2.6172583,Pickelhaube,1.7360954,military uniform,1.707455,firearm,1.2378924,military vehicle,1.0810015,bovid,0.4651067554950714,0.377614825963974
layer4,632,0.3253214323948681,3.5532892,soccer ball,3.2859046,honeycomb,2.202929,apiary,2.1183224,golf ball,0.7830644,turtle,0.5213832259178162,0.3461337983608246
layer4,633,0.2824604463371747,2.3509567,necklace,1.6266462,mixing bowl,1.5736808,teapot,1.5345768,poncho,1.0073162,spitz,0.5120619535446167,0.2716676592826843
layer4,634,0.4016408797435599,2.1895468,container ship,1.8361093,promontory,0.94189924,geological formation,0.8965081,craft,0.4135159,structure,0.4875651001930237,0.2792535126209259
layer4,635,0.5045860063180215,1.4831284,lizard,1.2220078,musteline mammal,0.80931437,oscine,0.36711964,bird,0.18934956,vertebrate,0.4169173240661621,0.43257197737693787
layer4,636,0.2246722094278959,2.1527846,snowmobile,2.039741,go-kart,1.3687079,gondola,0.96120256,boat,0.08908144,instrumentality,0.4459904432296753,0.31399887800216675
layer4,637,0.3087837811984619,2.2428844,puzzle,2.1006305,menu,1.7180117,potter's wheel,1.6401609,whistle,0.76545084,ungulate,0.5519974231719971,0.2700822949409485
layer4,638,0.3890885706239966,1.4587321,trifle,1.4181192,koala,1.2076995,mitten,0.3496803,substance,0.3156145,nutriment,0.391226977109909,0.28307685256004333
layer4,639,0.5579215488608773,2.3313615,swing,1.7709297,gymnastic apparatus,1.5183344,primate,1.5048625,baby bed,0.18989705,artifact,0.3481036722660064,0.4798935055732727
layer4,640,0.276866715532984,2.00703,metal nail,1.5556391,frilled-necked lizard,1.5487529,guillotine,1.43376,shipwreck,0.22029947,structure,0.4057170748710632,0.21780554950237274
layer4,641,0.2940566035883905,1.7718201,carousel,1.3826036,four-poster bed,1.2802302,gondola,0.65704983,cartilaginous fish,0.26087877,aquatic bird,0.3488403260707855,0.3015061318874359
layer4,642,0.3225518930379249,1.3597682,sink,0.78397435,shaker,0.57892996,toiletry,0.23555857,vessel,0.13901287,container,0.2916109263896942,0.3191280663013458
layer4,643,0.3073243282209019,1.0225443,slot machine,1.0136707,turnstile,0.7486911,dam,0.394395,seat,0.16344637,artifact,0.2331890016794204,0.15416018664836884
layer4,644,0.4618142742881416,2.9034355,photocopier,2.2680056,suit,1.5734267,Windsor tie,0.5007868,electronic equipment,0.32317144,clothing,0.4128151834011078,0.3466027081012726
layer4,645,0.2496315514729598,2.044471,comic book,1.5947919,manhole cover,1.5014528,slot machine,1.1993321,puzzle,0.98714983,floor cover,0.4306336343288421,0.27072155475616455
layer4,646,0.3003507867546184,2.546733,nematode,1.6520567,gong,0.8010553,musteline mammal,0.38760364,primate,0.13844265,organism,0.33562171459198,0.3059387505054474
layer4,647,0.3742607974740686,1.609008,Vizsla,0.63560706,primate,0.5174544,ball,0.25506264,mammal,-0.031059152,placental,0.3426516056060791,0.33919548988342285
layer4,648,0.4499081569451706,1.1794453,citrus,0.783742,retriever,0.74909985,bear,0.46194756,working dog,0.30953348,dog,0.3371839821338653,0.41341620683670044
layer4,649,0.2414259797450372,1.378871,mobile phone,1.3274101,harp,1.2281097,wallet,1.1753857,iPod,0.35626438,diapsid,0.3913733959197998,0.2425641417503357
layer4,650,0.2786869872096778,2.0314927,water tower,1.9331332,crossword,1.7596887,scoreboard,1.7422688,traffic or street sign,1.2678767,clock,0.455097496509552,0.35730865597724915
layer4,651,0.2890153499796172,1.3497031,acorn,0.99213815,remote control,0.89680713,armadillo,0.88497394,cherimoya (custard apple),0.840592,mitten,0.2689343094825744,0.26895707845687866
layer4,652,0.4238554053392135,2.6559737,Angora rabbit,2.3471558,feather boa,1.9181602,spitz,0.600015,terrier,0.29757905,bird,0.4111703336238861,0.43177154660224915
layer4,653,0.2221149431356458,2.0848289,traffic or street sign,1.856781,odometer,1.203515,bus,0.66162217,toiletry,0.4498567,measuring instrument,0.508428692817688,0.29834994673728943
layer4,654,0.34332866629524,1.5599442,car mirror,1.1774287,television,0.7987717,baby bed,0.48914045,boat,0.18319969,artifact,0.3265833854675293,0.2604844868183136
layer4,655,0.38662192104415,2.0739336,knee pad,0.91801655,clothing,0.89673376,fabric,0.888277,bag,0.6889223,footwear,0.6062477827072144,0.2624373733997345
layer4,656,0.3603044586562384,1.8846633,gymnastic apparatus,0.6212058,insect,0.576225,spider,0.5640515,arachnid,0.023466041,arthropod,0.5244112014770508,0.32562294602394104
layer4,657,0.2850143318495052,2.0505111,planetarium,1.5440173,dugong,1.4250534,mosque,1.0951506,elephant,0.8234512,beetle,0.4984085857868194,0.26783421635627747
layer4,658,0.3243087364031316,1.6174711,piggy bank,1.1599877,dessert,0.24511497,food,0.2148498,matter,0.17238018,container,0.3957291841506958,0.28608188033103943
layer4,659,0.4338036212340532,2.5888865,bulletproof vest,1.2467077,bag,0.43652135,wheeled vehicle,0.38657534,canine,0.15480973,artifact,0.3339790105819702,0.35743463039398193
layer4,660,0.2444180591501329,2.0214844,quill,1.3889503,fireboat,1.020089,jellyfish,0.24069655,invertebrate,0.18817522,insect,0.4336709976196289,0.288618266582489
layer4,661,0.393531703130534,2.435516,porcupine,1.7125801,elephant,1.7071627,aquatic mammal,0.7679742,musteline mammal,0.49828553,aquatic bird,0.4009135067462921,0.4251730740070343
layer4,662,0.4657451452927598,2.5910265,shoe store,1.4464518,footwear,0.91381323,shoe,0.35245144,clothing,0.1426347,covering,0.4401106834411621,0.3773323595523834
layer4,663,0.3857615608856251,4.060777,pirate ship,2.7971463,trolleybus,2.2686942,sailing vessel,1.6970896,schooner,1.089006,measuring instrument,0.6830900311470032,0.3495790362358093
layer4,664,0.3965573654310267,1.9231313,four-poster bed,1.8058714,chair,1.7344502,baby bed,0.7294911,hound,0.39036128,wheeled vehicle,0.3833910524845123,0.4544330835342407
layer4,665,0.2961233201090447,1.5095359,construction crane,1.5074035,Indian cobra,1.3023338,pen,0.76722217,shorebird,0.3312803,insect,0.3382632434368133,0.340079665184021
layer4,666,0.5335068280089693,1.7466906,conveyance,1.7460183,craft,1.6900883,geological formation,0.6431832,structure,-0.79928446,vehicle,0.7587769627571106,0.0023144762963056564
layer4,667,0.33963867457126,3.0909426,bolo tie,1.9378515,pen,1.0453128,fastener,0.3146732,artifact,0.1699921,instrumentality,0.6900873184204102,0.2639833092689514
layer4,668,0.2645522796184745,2.1027124,parking meter,2.020817,seat belt,1.9253433,promontory,0.37268388,conveyance,0.09692172,vehicle,0.5366144180297852,0.21242746710777283
layer4,669,0.302151335461961,1.6119381,steam locomotive,1.3834784,coral reef,1.2160053,armor plate,1.0708869,echinoderm,1.0459399,coelenterate,0.4171267449855804,0.3514712452888489
layer4,670,0.2144689177549175,2.264827,revolver,1.9945496,vespa,1.8282382,hornbill,0.755506,beetle,0.42345127,motor vehicle,0.4179724454879761,0.33367061614990234
layer4,671,0.2909524163311959,1.6020712,mashed potatoes,1.3513371,Granny Smith apple,1.2795542,missile,1.2092421,Angora rabbit,0.8222598,dessert,0.3783219456672668,0.25833210349082947
layer4,672,0.3376843863940904,1.3027723,greenhouse,0.78699815,turtle,0.39662635,furniture,0.275146,structure,0.11090365,artifact,0.3227885961532593,0.2574383318424225
layer4,673,0.2213655590960347,1.8539822,rapeseed,1.8111851,macaw,1.4842438,sleeping bag,0.3584334,sporting dog,0.24183601,clothing,0.4260292649269104,0.21377409994602203
layer4,674,0.3178567997111098,2.7688875,pretzel,1.4922276,bagel,1.0644735,digital clock,0.9537486,clock,0.17442973,placental,0.4737408757209778,0.2622698247432709
layer4,675,0.2496048614087109,2.0378642,paper towel,1.9286258,banjo,1.8524033,spoonbill,1.6349021,potter's wheel,0.10447503,instrumentality,0.3844946622848511,0.30117276310920715
layer4,676,0.3269924788466931,1.5141654,Airedale Terrier,0.6951703,dish,0.5728217,bread,0.5509451,foodstuff,0.25680262,invertebrate,0.4012812376022339,0.2747727036476135
layer4,677,0.3363505359021652,3.2174764,window screen,1.3955134,jackfruit,1.3191938,nematode,1.1015625,music speaker,0.39995748,fish,0.4335960745811462,0.29148179292678833
layer4,678,0.3325540762940062,2.1651394,gyromitra,1.5682533,fur coat,1.2466081,parrot,0.597966,crustacean,0.54557276,feline,0.3861927092075348,0.3249957859516144
layer4,679,0.2506853968003381,2.4441776,abacus,1.385436,spiral or coil,0.77220017,keyboard instrument,0.74720746,squash,0.6266988,fastener,0.4921591579914093,0.31007805466651917
layer4,680,0.2676116419663488,1.6884655,jigsaw puzzle,1.419173,triceratops,1.2026355,cliff dwelling,1.0370636,apiary,0.30990097,tool,0.3533646762371063,0.2950439155101776
layer4,681,0.3719823076651509,2.3695624,sink,2.0182858,bathtub,1.8062598,hot tub,1.7995117,nematode,0.8283627,cartilaginous fish,0.4019254446029663,0.4102344214916229
layer4,682,0.3803940551076269,1.4368979,bottle,1.3505032,Siamese cat,0.74134034,cat,0.68881303,toiletry,0.6380757,musteline mammal,0.4320253431797027,0.3250933587551117
layer4,683,0.425188005902499,2.2858646,Otterhound,2.1491778,Briard,2.1099243,Bouvier des Flandres dog,1.3197224,terrier,0.15923242,instrumentality,0.4153185784816742,0.4229190945625305
